handle,rating,maxRating,rank,maxRank
sayem_18,769,824,newbie,newbie
syed_mahi,769,863,newbie,newbie
Code__R,768,768,newbie,newbie
Faizul_Karim_Chowdhury,768,768,newbie,newbie
Md.Moniruzzaman,768,928,newbie,newbie
Md_Shahadad_Hossain,768,862,newbie,newbie
Nameis_Abedin,768,774,newbie,newbie
Necromancer_74,768,893,newbie,newbie
Rgx_Viper,768,768,newbie,newbie
Sakib_276,768,790,newbie,newbie
Sayeed_Saadman,768,911,newbie,newbie
ab-atiq,768,768,newbie,newbie
abdullah79,768,903,newbie,newbie
aurora00,768,768,newbie,newbie
nahid11,768,843,newbie,newbie
strolle_r,768,791,newbie,newbie
1006_Brishti,767,767,newbie,newbie
C223068,767,767,newbie,newbie
FS37,767,1375,newbie,pupil
Ifrat_Aman,767,882,newbie,newbie
MinhazKhan,767,767,newbie,newbie
Nothing_Zero,767,767,newbie,newbie
PSTU_Milon,767,866,newbie,newbie
Why_So_Seri0us,767,937,newbie,newbie
Y3ASIN,767,767,newbie,newbie
Zahid21,767,1032,newbie,newbie
asiuzzaman006,767,1398,newbie,pupil
bitplusplus,767,783,newbie,newbie
mosfeqahamed,767,993,newbie,newbie
robot_riad,767,898,newbie,newbie
AsifJishan,766,920,newbie,newbie
EmranHoque,766,766,newbie,newbie
Rawlade,766,793,newbie,newbie
Safiulsadi,766,868,newbie,newbie
Shad0wM0narch,766,766,newbie,newbie
parvej236,766,766,newbie,newbie
rishat8903,766,837,newbie,newbie
AKOvinno,765,893,newbie,newbie
Bold,765,821,newbie,newbie
EMRAN-07,765,853,newbie,newbie
Fareed20,765,765,newbie,newbie
JA_Tech,765,826,newbie,newbie
Maharab_Hossain_Opi,765,843,newbie,newbie
Md.TanvirAlamAnik,765,994,newbie,newbie
MistakeKu,765,884,newbie,newbie
RaitulPr03,765,765,newbie,newbie
Shamim_59,765,972,newbie,newbie
SpS__79,765,922,newbie,newbie
TERROR_3T,765,765,newbie,newbie
Tanvir___Ahmed,765,840,newbie,newbie
_Muaj,765,834,newbie,newbie
blueforces,765,836,newbie,newbie
mdsabbir7247sb,765,765,newbie,newbie
mehedi_hasan_shihab,765,765,newbie,newbie
rejbe32,765,862,newbie,newbie
ruffledraphael,765,765,newbie,newbie
Anik_071,764,841,newbie,newbie
Arnobakd,764,764,newbie,newbie
BlazeBolt,764,772,newbie,newbie
Brown_fox,764,933,newbie,newbie
EftaKharul,764,764,newbie,newbie
Sam_uel,764,764,newbie,newbie
Shafat04,764,859,newbie,newbie
imranbubt02,764,882,newbie,newbie
jahid023,764,870,newbie,newbie
mickyTom,764,960,newbie,newbie
muradhossin00,764,764,newbie,newbie
puja,764,1371,newbie,pupil
tanjim_ahmed,764,764,newbie,newbie
veeerthy,764,1050,newbie,newbie
Tahsin5586,763,763,newbie,newbie
shohagranasuvo,763,763,newbie,newbie
wizard360,763,763,newbie,newbie
241128,762,830,newbie,newbie
Hedonist_Mahin,762,766,newbie,newbie
Mejabin_Arobi,762,844,newbie,newbie
Nadim249,762,762,newbie,newbie
NiloyChakma,762,866,newbie,newbie
Shahbaj,762,873,newbie,newbie
Silent_Eagle,762,762,newbie,newbie
armaanepiic,762,1004,newbie,newbie
emon_hossain44,762,847,newbie,newbie
mdnahiduzzaman111,762,762,newbie,newbie
mehediio,762,762,newbie,newbie
tasrifkhan0102,762,762,newbie,newbie
NILADRI-18,761,822,newbie,newbie
Panda_15,761,894,newbie,newbie
PsychoRabbit,761,935,newbie,newbie
RUXE,761,761,newbie,newbie
Rifat547,761,761,newbie,newbie
Sahazid,761,864,newbie,newbie
Swarlok,761,780,newbie,newbie
Zahin_LU,761,953,newbie,newbie
ishrakulhoque,761,761,newbie,newbie
ishraq08,761,917,newbie,newbie
jarifulovi,761,885,newbie,newbie
mhtayef25,761,870,newbie,newbie
nirabk12345,761,935,newbie,newbie
talha_,761,896,newbie,newbie
Sifat_Arefin,760,936,newbie,newbie
bdafridi,760,763,newbie,newbie
durjoysd,760,870,newbie,newbie
sadia17,760,760,newbie,newbie
skfeath,760,1052,newbie,newbie
Eleza3,759,1366,newbie,pupil
Hey_Its_Emon,759,759,newbie,newbie
Kamruzzaman_Khan_Alve,759,818,newbie,newbie
Nafiz143,759,786,newbie,newbie
nosratee.jn,759,766,newbie,newbie
Bonkifloppa,758,803,newbie,newbie
Fahim_Shahriar2003,758,879,newbie,newbie
Henchman,758,973,newbie,newbie
Md_Nazmul_Huda,758,893,newbie,newbie
Nadimuzzaman,758,787,newbie,newbie
Tanjirul16,758,966,newbie,newbie
conqueror_of_errichto,758,758,newbie,newbie
emonopbnl,758,758,newbie,newbie
ftajnin,758,758,newbie,newbie
mushfiq_cse_54,758,878,newbie,newbie
saiful_islam98,758,758,newbie,newbie
AbirKumar,757,757,newbie,newbie
MIRAJ1896,757,757,newbie,newbie
Sampad_Roy,757,810,newbie,newbie
TSI_Sabit,757,999,newbie,newbie
b.piash,757,1185,newbie,newbie
kaberi.ftm,757,848,newbie,newbie
nuzh4t,757,757,newbie,newbie
zx_zxuan,757,1117,newbie,newbie
0_Percent_Risk,756,919,newbie,newbie
Imran_Nafis,756,1140,newbie,newbie
Md_Sohan_Bhuyan_123,756,756,newbie,newbie
Meheraj57,756,828,newbie,newbie
Nafees_007,756,829,newbie,newbie
Night_Fury_2411,756,964,newbie,newbie
_wHisper_,756,756,newbie,newbie
mahir_daiyan,756,778,newbie,newbie
ruhulamin.rose5153,756,756,newbie,newbie
JahidemonHaSan,755,771,newbie,newbie
Sazia-Afrin,755,755,newbie,newbie
Shunsui,755,764,newbie,newbie
TurjoyTushar,755,755,newbie,newbie
Umma_Samia,755,755,newbie,newbie
bhittu,755,788,newbie,newbie
coder_arindam,755,777,newbie,newbie
fatima_iiuc,755,880,newbie,newbie
hunter_hrid0y_29,755,821,newbie,newbie
muhammad_sayem,755,991,newbie,newbie
shadowFang,755,891,newbie,newbie
shakilgsc,755,755,newbie,newbie
ummonjure,755,856,newbie,newbie
AlfaBinomial,754,1375,newbie,pupil
Get_Stuck_wrong,754,859,newbie,newbie
MKRiyad,754,784,newbie,newbie
Machinist99,754,984,newbie,newbie
PiglOo,754,754,newbie,newbie
Ronja7,754,826,newbie,newbie
Sabbir_Ahsan,754,864,newbie,newbie
Tanvir_48,754,754,newbie,newbie
gm.nayeem533,754,844,newbie,newbie
kawseralam,754,754,newbie,newbie
0xmorsalin101,753,904,newbie,newbie
Anzir_Noman,753,753,newbie,newbie
Faiboi6909,753,753,newbie,newbie
MuhtasimHossain1,753,756,newbie,newbie
Newbie100,753,753,newbie,newbie
Rajorshi_Das,753,776,newbie,newbie
Sabit13,753,1378,newbie,pupil
Tanzeem74,753,852,newbie,newbie
Tohidur,753,753,newbie,newbie
arnabshikder,753,753,newbie,newbie
iam_sifat,753,858,newbie,newbie
mohammadsami,753,849,newbie,newbie
omor_sultan,753,969,newbie,newbie
sadat2018331099,753,1381,newbie,pupil
shajib_2k19,753,1372,newbie,pupil
tanvir.22464751,753,753,newbie,newbie
Evangelist,752,850,newbie,newbie
Kiyas-Mahmud,752,796,newbie,newbie
PromitSarker,752,752,newbie,newbie
Rafi_Riday,752,752,newbie,newbie
SunWalker.,752,1382,newbie,pupil
Tnm7016.exe,752,960,newbie,newbie
_minul_,752,752,newbie,newbie
_sh_ak_il,752,893,newbie,newbie
codingmyst,752,825,newbie,newbie
itachi_1101,752,752,newbie,newbie
md_shamiur_rahman_sefat,752,786,newbie,newbie
sakib_shourov72542,752,752,newbie,newbie
AlgoNinja21,751,751,newbie,newbie
Fardin2.0,751,900,newbie,newbie
FariyaHapsa,751,751,newbie,newbie
Kaniz_Naiba,751,757,newbie,newbie
Mokles_Bhai,751,792,newbie,newbie
Pulak,751,1371,newbie,pupil
Rakesh231,751,796,newbie,newbie
SharafatKarim,751,1019,newbie,newbie
anis_6883,751,751,newbie,newbie
ebn_emon,751,910,newbie,newbie
jjasperruby,751,934,newbie,newbie
miskat_pan_da,751,800,newbie,newbie
px.sakil,751,1004,newbie,newbie
KanitaHaider,750,933,newbie,newbie
Nazmus_Shakib,750,941,newbie,newbie
Sahidul_7,750,820,newbie,newbie
Shuhag,750,761,newbie,newbie
noob105,750,831,newbie,newbie
sabbir_hossain23,750,780,newbie,newbie
6290,749,776,newbie,newbie
I_AM_GR00T,749,839,newbie,newbie
Omur_Rifat,749,749,newbie,newbie
Rafiul007,749,749,newbie,newbie
Rahim_1,749,749,newbie,newbie
Sajid225935,749,749,newbie,newbie
Sazzad_Islam,749,851,newbie,newbie
ShantoX,749,809,newbie,newbie
SlimeDeso,749,749,newbie,newbie
Tanzim_32,749,749,newbie,newbie
aurchey726,749,1371,newbie,pupil
default_N0ob,749,749,newbie,newbie
fuss_freak,749,908,newbie,newbie
ikramulhakim,749,865,newbie,newbie
nightking25,749,749,newbie,newbie
saklan,749,860,newbie,newbie
shabnam016,749,749,newbie,newbie
tahmina_nishu,749,843,newbie,newbie
Evan321,748,911,newbie,newbie
Irfan_207,748,748,newbie,newbie
IrregularNazmul,748,806,newbie,newbie
Non_Don_,748,825,newbie,newbie
SajolTheDon,748,1406,newbie,specialist
Shawon15,748,937,newbie,newbie
WarBadsah,748,830,newbie,newbie
_Rakib_,748,903,newbie,newbie
al_shariar_ratul,748,748,newbie,newbie
labib0007,748,748,newbie,newbie
nafizfardin21,748,748,newbie,newbie
nurul_islam_opu,748,1377,newbie,pupil
shahadat_01,748,816,newbie,newbie
soumen_sen,748,870,newbie,newbie
the_lazydot,748,833,newbie,newbie
Anik204062,747,1004,newbie,newbie
BugHunter_Extraordinaire,747,786,newbie,newbie
MollaSohan,747,997,newbie,newbie
R_H_19,747,1382,newbie,pupil
SabrinaSakander,747,902,newbie,newbie
WagOne,747,889,newbie,newbie
Zuko004,747,782,newbie,newbie
_farhad_,747,911,newbie,newbie
muntaha__,747,806,newbie,newbie
reshat,747,747,newbie,newbie
srd33842,747,798,newbie,newbie
ziniaasraf1234,747,747,newbie,newbie
Debashish392,746,859,newbie,newbie
Hellkid,746,837,newbie,newbie
Joyee_Das,746,746,newbie,newbie
jobayer150,746,746,newbie,newbie
okayjahir,746,778,newbie,newbie
shawda,746,933,newbie,newbie
1101011001,745,930,newbie,newbie
Al_Amin96960,745,745,newbie,newbie
Nayeem19,745,840,newbie,newbie
Rakibur__Rahman,745,850,newbie,newbie
Super-SoniC-71,745,885,newbie,newbie
ashrafulomi03,745,745,newbie,newbie
codersany,745,844,newbie,newbie
ibrahim087,745,745,newbie,newbie
raju_r007,745,860,newbie,newbie
FazleRabby,744,793,newbie,newbie
Hey_vaya,744,917,newbie,newbie
RBH2004,744,899,newbie,newbie
SIMON404,744,744,newbie,newbie
Sadman_Hafiz.pstu.096,744,815,newbie,newbie
SilverCipher,744,857,newbie,newbie
TaosifMahir,744,906,newbie,newbie
__TenZzz__,744,1110,newbie,newbie
farhad_63,744,869,newbie,newbie
gazi_shahtaz,744,901,newbie,newbie
sumaiya.a3r,744,744,newbie,newbie
BitScarlett,743,744,newbie,newbie
Bosku06,743,743,newbie,newbie
Error_42,743,743,newbie,newbie
Nafisa_Noor,743,814,newbie,newbie
UmmeAimanJannat,743,1371,newbie,pupil
theSaadman,743,821,newbie,newbie
1234567_8,742,759,newbie,newbie
Logic_issue,742,757,newbie,newbie
Mehedihasan444,742,841,newbie,newbie
angkonnath1,742,809,newbie,newbie
nkswapnil,742,742,newbie,newbie
yeasin08,742,868,newbie,newbie
Abdullah.826202,741,825,newbie,newbie
Hasnat4763,741,741,newbie,newbie
ST_9Z,741,904,newbie,newbie
Tajbid_CSE,741,908,newbie,newbie
mahfuza_nasrin,741,810,newbie,newbie
mizan92782,741,897,newbie,newbie
monjurulh,741,741,newbie,newbie
nym02,741,741,newbie,newbie
undefinedderivativE,741,1394,newbie,pupil
0rirobin0,740,779,newbie,newbie
Arjun_UiU,740,871,newbie,newbie
Nahid_Hosen,740,740,newbie,newbie
pranto_11,740,740,newbie,newbie
shofiullahsaymon,740,740,newbie,newbie
taib,740,795,newbie,newbie
theniyazkhan,740,818,newbie,newbie
Enamul_The_Parasite,739,955,newbie,newbie
Sirajul75,739,770,newbie,newbie
ashrafulhoda,739,903,newbie,newbie
me.rafiulomar,739,847,newbie,newbie
saiful_07,739,811,newbie,newbie
shta2002,739,1134,newbie,newbie
Anayet_Hasan_Niloy10,738,835,newbie,newbie
Mahdi-Hasan01,738,888,newbie,newbie
SCSafa23,738,738,newbie,newbie
erfatjahan456,738,921,newbie,newbie
error_by_sourov,738,835,newbie,newbie
hridoy_rahman,738,738,newbie,newbie
mohiuddin.ice.ru,738,1374,newbie,pupil
21111113_noman,737,737,newbie,newbie
Mohiuddin_Miraj00,737,894,newbie,newbie
Shanjid_71,737,830,newbie,newbie
Tashfin,737,863,newbie,newbie
aditta_saikat,737,973,newbie,newbie
adnanjahangir231,737,737,newbie,newbie
af__n,737,965,newbie,newbie
khawlaahmed,737,835,newbie,newbie
rashadul_islam.,737,793,newbie,newbie
sam.binZie,737,737,newbie,newbie
zZzahin13,737,848,newbie,newbie
Atomicshadow53,736,899,newbie,newbie
Dark_knight__.,736,808,newbie,newbie
Ibrahim_Emon,736,831,newbie,newbie
Istiyak1264,736,897,newbie,newbie
Mahdi_zzz,736,736,newbie,newbie
Owl_Knight,736,794,newbie,newbie
imranbappy,736,736,newbie,newbie
t_Chakroborty67,736,827,newbie,newbie
wonderland,736,1406,newbie,specialist
Karib_07,735,735,newbie,newbie
ShamimHasan,735,744,newbie,newbie
Shefayat101,735,822,newbie,newbie
Zaheen4,735,735,newbie,newbie
a.b.shihab,735,923,newbie,newbie
hasib1095,735,871,newbie,newbie
herocup22,735,735,newbie,newbie
md7momin,735,755,newbie,newbie
sad_af007,735,951,newbie,newbie
Aronyo_27,734,734,newbie,newbie
GrimLocKkk,734,734,newbie,newbie
Mahidi404,734,899,newbie,newbie
diponkor_1234,734,734,newbie,newbie
nirjharff2,734,930,newbie,newbie
405__,733,923,newbie,newbie
Anoy20,733,923,newbie,newbie
Debakornath108,733,733,newbie,newbie
_Nabilnoor_,733,733,newbie,newbie
fahimsahriar,733,851,newbie,newbie
mad_malakar,733,733,newbie,newbie
mi_sajib,733,837,newbie,newbie
redjerrk,733,1369,newbie,pupil
rubiat,733,826,newbie,newbie
sharifrayhan,733,795,newbie,newbie
Destroyboy,732,839,newbie,newbie
EH_Masud,732,900,newbie,newbie
Musfirat,732,825,newbie,newbie
TasniaRysa,732,859,newbie,newbie
n30n_X,732,732,newbie,newbie
rashedjamanraju,732,905,newbie,newbie
sbpranta389,732,908,newbie,newbie
violentpenguin,732,813,newbie,newbie
ArifinAbir,731,852,newbie,newbie
Ashik98,731,846,newbie,newbie
Boranno_Golder,731,814,newbie,newbie
Md_Arzu,731,856,newbie,newbie
Saikat281,731,832,newbie,newbie
Tesla108,731,785,newbie,newbie
Tonmoy_B,731,1357,newbie,pupil
TorteyPoka,731,978,newbie,newbie
ayman.astro,731,731,newbie,newbie
d_i_y_a,731,731,newbie,newbie
munnaa,731,731,newbie,newbie
siam.cse,731,1395,newbie,pupil
taskman,731,905,newbie,newbie
MD_Rashedul_Alam,730,1372,newbie,pupil
Shimul-shoishob,730,826,newbie,newbie
Skipper10,730,837,newbie,newbie
anish0m,730,1381,newbie,pupil
Sadnan_Jim,729,773,newbie,newbie
mahidulisalm,729,729,newbie,newbie
12mdmostakim12,728,843,newbie,newbie
AEGON133,728,799,newbie,newbie
Lotifur_Nishat,728,865,newbie,newbie
Mujahid12313019,728,896,newbie,newbie
Sahadmd66,728,728,newbie,newbie
Shiplu,728,866,newbie,newbie
ab_ela_2.0,728,728,newbie,newbie
adil226,728,728,newbie,newbie
emon_the_boss,728,728,newbie,newbie
kazol196295,728,1373,newbie,pupil
raki8,728,838,newbie,newbie
rony160136rr,728,1374,newbie,pupil
serpentsazzad,728,848,newbie,newbie
shahipeasant,728,862,newbie,newbie
shakil_ahammad,728,841,newbie,newbie
Din_Mohammad,727,895,newbie,newbie
Grey-Wind,727,906,newbie,newbie
IA_MAHIM,727,865,newbie,newbie
Jison_Chakma,727,1083,newbie,newbie
Jubayer_Kabir,727,935,newbie,newbie
R4ID3NZ4P,727,871,newbie,newbie
alam_shaheedul,727,727,newbie,newbie
error_7,727,1362,newbie,pupil
kashfi71,727,820,newbie,newbie
nura001,727,857,newbie,newbie
ratul49,727,896,newbie,newbie
rhomboid,727,892,newbie,newbie
tanzina05,727,797,newbie,newbie
Arafat0012,726,998,newbie,newbie
Soykot_Ahamed001,726,803,newbie,newbie
emon4455,726,726,newbie,newbie
kamrulsaad,726,921,newbie,newbie
zubayer007,726,726,newbie,newbie
OnlyTawheed,725,725,newbie,newbie
niloy_acharjee,725,837,newbie,newbie
R_Tanvir,724,724,newbie,newbie
Rasel_vai,724,724,newbie,newbie
RidWain101,724,823,newbie,newbie
Udnfahim,724,905,newbie,newbie
_akil_,724,842,newbie,newbie
joyboy7080,724,724,newbie,newbie
merazulmahin,724,724,newbie,newbie
snow.dust09,724,767,newbie,newbie
zunaed4014,724,800,newbie,newbie
Md.zuel,723,747,newbie,newbie
Misbah2019,723,818,newbie,newbie
NO_ONE_01,723,783,newbie,newbie
Nidhi.10,723,864,newbie,newbie
Raselroky,723,1363,newbie,pupil
_Avr0_,723,723,newbie,newbie
jf_kely,723,723,newbie,newbie
mdsozon,723,747,newbie,newbie
ncoder97,723,924,newbie,newbie
sabuj382,723,877,newbie,newbie
sajkhan0098,723,800,newbie,newbie
shihab_102,723,723,newbie,newbie
tanzzz5722,723,723,newbie,newbie
tauhid_musa_rieon,723,905,newbie,newbie
Escanor_,722,845,newbie,newbie
Hamonta,722,857,newbie,newbie
Imtiaz_Fuad,722,845,newbie,newbie
Local-Coder,722,722,newbie,newbie
Mehedi____,722,852,newbie,newbie
N_RIFAT22,722,722,newbie,newbie
Tasnima_Tabassum_Tima,722,722,newbie,newbie
ash_kingxD,722,942,newbie,newbie
joy94,722,942,newbie,newbie
nilyma,722,779,newbie,newbie
saak_ib7,722,722,newbie,newbie
sawonjunaed,722,829,newbie,newbie
AbulHasan29,721,807,newbie,newbie
Rohit_Barua,721,853,newbie,newbie
ShadhinAshraf,721,887,newbie,newbie
ZEROIQ_DEBA,721,721,newbie,newbie
_Apon,721,721,newbie,newbie
emti_19,721,1370,newbie,pupil
jahidulzaid,721,808,newbie,newbie
mizanurrahmanforsave,721,801,newbie,newbie
mkb7,721,721,newbie,newbie
navil,721,721,newbie,newbie
rafsun18,721,876,newbie,newbie
ASH_101,720,785,newbie,newbie
Ahnaf_Abdullah,720,835,newbie,newbie
BinaryMonk,720,810,newbie,newbie
Black__Diamond,720,917,newbie,newbie
Eyepatch_Wizard,720,720,newbie,newbie
Unmasked_Yoru_2004072,720,866,newbie,newbie
AB_Supto,719,969,newbie,newbie
BugBane_Hridoy,719,1080,newbie,newbie
Ratul_08,719,803,newbie,newbie
Surjo007,719,769,newbie,newbie
ava0,719,861,newbie,newbie
iam_riifat,719,843,newbie,newbie
Banasree,718,718,newbie,newbie
N0mAnAhmeD_0001,718,844,newbie,newbie
Sayem2018331074,718,1368,newbie,pupil
kowsar20,718,838,newbie,newbie
s_a_enigma,718,789,newbie,newbie
samir2004,718,821,newbie,newbie
silent-064,718,834,newbie,newbie
ARAFATH_SH,717,717,newbie,newbie
Mofatteha16,717,741,newbie,newbie
Riot_Imran,717,858,newbie,newbie
_lee17,717,1357,newbie,pupil
asraful.diu,717,768,newbie,newbie
avronilrajib,717,813,newbie,newbie
charls_xaviar,717,717,newbie,newbie
robiulcse4th,717,864,newbie,newbie
shakilbhai031020,717,763,newbie,newbie
shubuuu334,717,717,newbie,newbie
sohaib45,717,882,newbie,newbie
ColdBlooded,716,786,newbie,newbie
MdHasibAskari,716,862,newbie,newbie
Rakib_78,716,790,newbie,newbie
Sagordev117,716,876,newbie,newbie
Sozib_21DUET,716,716,newbie,newbie
blurrry_face,716,887,newbie,newbie
hassan-_-,716,835,newbie,newbie
jihad_505,716,807,newbie,newbie
jisanfaraji,716,816,newbie,newbie
Abu-Sayed-Shommo,715,1066,newbie,newbie
Its_Mithu,715,958,newbie,newbie
Maimoona,715,749,newbie,newbie
priom02,715,822,newbie,newbie
rakibsajin,715,906,newbie,newbie
sakib51,715,969,newbie,newbie
M_Towhid,714,714,newbie,newbie
Md.qwzidan,714,818,newbie,newbie
Riyad_22,714,817,newbie,newbie
Sadia_54,714,806,newbie,newbie
Tanjim__hasan,714,790,newbie,newbie
Nayemur_Shahriar_BRUR,713,824,newbie,newbie
Sohan_007,713,818,newbie,newbie
beThe1,713,932,newbie,newbie
mangooo,713,938,newbie,newbie
mr_farhenheit,713,763,newbie,newbie
shxsaber5,713,763,newbie,newbie
Arefin_Mahim,712,922,newbie,newbie
Imran_Parthib,712,712,newbie,newbie
Shah59,712,813,newbie,newbie
mdbd644,712,849,newbie,newbie
naffCoder,712,840,newbie,newbie
nuhislam,712,806,newbie,newbie
Delta_plus,711,711,newbie,newbie
KHADIZA_25,711,711,newbie,newbie
Maisha__,711,905,newbie,newbie
Paulpollob,711,857,newbie,newbie
TIM10,711,804,newbie,newbie
TheHonestGuy,711,744,newbie,newbie
_Mahir_m0,711,1377,newbie,pupil
erfanhossain,711,813,newbie,newbie
floopmaster,711,711,newbie,newbie
mahmudul08,711,775,newbie,newbie
EVA_SHAKIB,710,710,newbie,newbie
FN_kotha,710,737,newbie,newbie
Hafiz.404,710,710,newbie,newbie
Mubarra,710,710,newbie,newbie
Sajib_111,710,828,newbie,newbie
_Break_The_Limits_,710,1003,newbie,newbie
__Ashik__,710,915,newbie,newbie
fahimimam,710,1369,newbie,pupil
rayhanjr_22,710,710,newbie,newbie
ridwan2005,710,819,newbie,newbie
sa1816194,710,819,newbie,newbie
shoshee_23,710,710,newbie,newbie
ANTAR_NANDI,709,1373,newbie,pupil
Aniruddha663,709,820,newbie,newbie
C231045,709,709,newbie,newbie
Nazmul101001000,709,908,newbie,newbie
RYAD_08,709,850,newbie,newbie
Sabbir211,709,875,newbie,newbie
Saif_ul,709,1416,newbie,specialist
Secondo_is_nub,709,834,newbie,newbie
f0y3z,709,874,newbie,newbie
fardinkamal62,709,849,newbie,newbie
mr.if449,709,802,newbie,newbie
ra_ha_nu_ma,709,846,newbie,newbie
razuahmedjoy,709,709,newbie,newbie
sabinacse9,709,775,newbie,newbie
Durjoy_Saha,708,826,newbie,newbie
aceEnvoy,708,708,newbie,newbie
azim_khan,708,869,newbie,newbie
Adib51,707,851,newbie,newbie
MahabubHasanMahin,707,802,newbie,newbie
Sanjoy_23,707,1378,newbie,pupil
Star.C,707,772,newbie,newbie
Steadfast404,707,869,newbie,newbie
Tanzirul_Islam,707,707,newbie,newbie
c241157,707,895,newbie,newbie
farhan_12345,707,842,newbie,newbie
fatinnoor,707,859,newbie,newbie
shahadat_osman,707,841,newbie,newbie
HM_Jayed,706,826,newbie,newbie
Peacefulfire,706,706,newbie,newbie
Tehsim_Fariha,706,824,newbie,newbie
_harun,706,1431,newbie,specialist
babayagaxrahi123,706,908,newbie,newbie
efti_forever,706,869,newbie,newbie
farez,706,706,newbie,newbie
humayunraj789,706,1372,newbie,pupil
idk_i_just_exist,706,894,newbie,newbie
sumayer,706,843,newbie,newbie
xalaataat_01,706,758,newbie,newbie
PRINCE_BRUR,705,793,newbie,newbie
SahilH,705,836,newbie,newbie
ShahanurAlam,705,705,newbie,newbie
mdfarhansadiq,705,1368,newbie,pupil
Book_flea,704,834,newbie,newbie
Neraid__Kepilesto,704,917,newbie,newbie
RajeshBro,704,704,newbie,newbie
shaid99912,704,704,newbie,newbie
AL_AMIN_ZERO,703,848,newbie,newbie
Imam02,703,909,newbie,newbie
Shakil10945,703,961,newbie,newbie
asm_zakir,703,799,newbie,newbie
king_khan221,703,790,newbie,newbie
nishat07,703,703,newbie,newbie
Ahkam_Tasin,702,881,newbie,newbie
Forhad_Hasan,702,867,newbie,newbie
Kafi015,702,702,newbie,newbie
Sadbin69,702,793,newbie,newbie
hridoy16,702,1013,newbie,newbie
mission27,702,763,newbie,newbie
sajid63478,702,702,newbie,newbie
shihab544,702,882,newbie,newbie
C213236,701,804,newbie,newbie
Veer,701,1374,newbie,pupil
norizz_,701,913,newbie,newbie
raquib,701,785,newbie,newbie
tri_nitro_toluene,701,884,newbie,newbie
AltafHosen,700,836,newbie,newbie
Bgler_Hridoy,700,913,newbie,newbie
Enemy_of_Syntax,700,784,newbie,newbie
FarihaHannan,700,892,newbie,newbie
kafahim993,700,896,newbie,newbie
riff.sr,700,987,newbie,newbie
sami4242,700,879,newbie,newbie
anika623,699,853,newbie,newbie
maruf_sarker,699,953,newbie,newbie
mdshihab.dev,699,699,newbie,newbie
rhakash,699,699,newbie,newbie
tauhid4678,699,816,newbie,newbie
Nurain,698,793,newbie,newbie
Towhed_17,698,801,newbie,newbie
eyaruf,698,825,newbie,newbie
mahbubndc1,698,1443,newbie,specialist
mahmud_75,698,775,newbie,newbie
Sombitmazumder,697,800,newbie,newbie
Tonmoy_Roy,697,761,newbie,newbie
U_R_M_I,697,785,newbie,newbie
khan.ahad,697,777,newbie,newbie
no_success,697,1405,newbie,specialist
shafin117,697,784,newbie,newbie
tanvir11744,697,697,newbie,newbie
tofaal9152,697,862,newbie,newbie
Fahad006,696,1383,newbie,pupil
Kr20,696,741,newbie,newbie
miftahul-jannat,696,795,newbie,newbie
Abu_Nasir_Patwary,695,846,newbie,newbie
Allah_Help_Me,695,794,newbie,newbie
SANJID.CSE16,695,871,newbie,newbie
Shanto_73,695,899,newbie,newbie
ZRuhit,695,885,newbie,newbie
eisfeuer.Faris_lam,695,887,newbie,newbie
Eva_004,694,834,newbie,newbie
MMSSF,694,800,newbie,newbie
Yeasin_01,694,806,newbie,newbie
__sadman,694,996,newbie,newbie
igakjmop,694,694,newbie,newbie
limon23,694,744,newbie,newbie
mirza123,694,694,newbie,newbie
rrroy,694,870,newbie,newbie
Abdullah-Arif11,693,908,newbie,newbie
MizukiHiroshi,693,779,newbie,newbie
azizthecoder,693,861,newbie,newbie
rootover_swapno,693,911,newbie,newbie
sajaltikadar,693,910,newbie,newbie
AR_ratul,692,864,newbie,newbie
Abdullah_Zokhar_Dudaev,692,832,newbie,newbie
RMR404,692,828,newbie,newbie
Shahabuddin_RU,692,1403,newbie,specialist
WhoIsAshik,692,766,newbie,newbie
AponDas,691,801,newbie,newbie
InFi4D_0,691,826,newbie,newbie
Sudipt0,691,1363,newbie,pupil
nosratee0022,691,738,newbie,newbie
JannatulFmim,690,920,newbie,newbie
borhansahed,690,828,newbie,newbie
raj_001,690,882,newbie,newbie
the_Imposter,690,834,newbie,newbie
MD_Rakibul_hassan,689,958,newbie,newbie
Nayim_Hasan,689,817,newbie,newbie
Safaet_47,689,907,newbie,newbie
Saiful_munna,689,851,newbie,newbie
iamiftakher46,689,857,newbie,newbie
merja_shourov,689,823,newbie,newbie
neutrino_,689,1372,newbie,pupil
xy3m,689,952,newbie,newbie
akashmia,688,783,newbie,newbie
maayeesha_,688,1368,newbie,pupil
ErRor19,687,687,newbie,newbie
Sadia_Shuvra,687,843,newbie,newbie
Abrer,686,807,newbie,newbie
Iffafh,686,862,newbie,newbie
Jasia05,686,879,newbie,newbie
rad.shahamat,686,780,newbie,newbie
tmahmud,686,746,newbie,newbie
_nayeem,685,845,newbie,newbie
khobaib529,685,685,newbie,newbie
mdshakibsami,685,921,newbie,newbie
M0UNTAIN,684,829,newbie,newbie
Maksuda,684,1364,newbie,pupil
RollNo21_,684,943,newbie,newbie
ZuyelRana,684,769,newbie,newbie
azizul_,684,789,newbie,newbie
pobontcs,684,880,newbie,newbie
sairandri,684,738,newbie,newbie
therayhan009,684,823,newbie,newbie
